year,collection_scenario,recovery_efficiency_scenario,Strategy type,choice_mode,embedded_li,li_collected,supply_chain_boundary,barrier_component,lithium_t
2030,high_collection,baseline,Strategy 2,Realistic_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,collection_loss,16253.404711231118
2030,high_collection,baseline,Strategy 3,Optimal_lithium,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,collection_loss,16253.404711231118
2030,high_collection,baseline,Strategy 3,Optimal_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,collection_loss,16253.404711231118
2030,high_collection,baseline,Strategy 3,Optimal_profit,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,collection_loss,16253.404711231118
2030,high_collection,baseline,Strategy 3,Realistic_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,collection_loss,16253.404711231118
2035,high_collection,baseline,Strategy 1,Optimal_lithium,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 1,Optimal_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 1,Optimal_profit,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 1,Realistic_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 2,Optimal_lithium,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 2,Optimal_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 2,Optimal_profit,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 2,Realistic_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 3,Optimal_lithium,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 3,Optimal_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 3,Optimal_profit,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2035,high_collection,baseline,Strategy 3,Realistic_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,collection_loss,36183.9080226698
2040,high_collection,baseline,Strategy 1,Optimal_lithium,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 1,Optimal_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 1,Optimal_profit,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 1,Realistic_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 2,Optimal_lithium,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 2,Optimal_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 2,Optimal_profit,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 2,Realistic_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 3,Optimal_lithium,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 3,Optimal_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 3,Optimal_profit,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2040,high_collection,baseline,Strategy 3,Realistic_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,collection_loss,47112.30186833763
2045,high_collection,baseline,Strategy 1,Optimal_lithium,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 1,Optimal_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 1,Optimal_profit,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 1,Realistic_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 2,Optimal_lithium,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 2,Optimal_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 2,Optimal_profit,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 2,Realistic_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 3,Optimal_lithium,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 3,Optimal_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 3,Optimal_profit,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2045,high_collection,baseline,Strategy 3,Realistic_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,collection_loss,69135.31309591467
2050,high_collection,baseline,Strategy 1,Optimal_lithium,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 1,Optimal_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 1,Optimal_profit,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 1,Realistic_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 2,Optimal_lithium,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 2,Optimal_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 2,Optimal_profit,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 2,Realistic_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 3,Optimal_lithium,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 3,Optimal_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 3,Optimal_profit,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2050,high_collection,baseline,Strategy 3,Realistic_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,collection_loss,83699.3207181615
2025,high_collection,baseline,Strategy 1,Optimal_lithium,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0011689327147905715
2025,high_collection,baseline,Strategy 1,Optimal_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0011689327147905715
2025,high_collection,baseline,Strategy 1,Optimal_profit,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0011689327147905715
2025,high_collection,baseline,Strategy 1,Realistic_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0011689327147905715
2025,high_collection,baseline,Strategy 2,Optimal_lithium,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2025,high_collection,baseline,Strategy 2,Optimal_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2025,high_collection,baseline,Strategy 2,Optimal_profit,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2025,high_collection,baseline,Strategy 2,Realistic_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2025,high_collection,baseline,Strategy 3,Optimal_lithium,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2025,high_collection,baseline,Strategy 3,Optimal_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2025,high_collection,baseline,Strategy 3,Optimal_profit,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2025,high_collection,baseline,Strategy 3,Realistic_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2030,high_collection,baseline,Strategy 1,Optimal_lithium,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.00018507454660721123
2030,high_collection,baseline,Strategy 1,Optimal_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.00018507454660721123
2030,high_collection,baseline,Strategy 1,Optimal_profit,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.00018507454660721123
2030,high_collection,baseline,Strategy 1,Realistic_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.00018507454660721123
2030,high_collection,baseline,Strategy 2,Optimal_lithium,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2030,high_collection,baseline,Strategy 2,Optimal_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2030,high_collection,baseline,Strategy 2,Optimal_profit,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2030,high_collection,baseline,Strategy 2,Realistic_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2030,high_collection,baseline,Strategy 3,Optimal_lithium,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2030,high_collection,baseline,Strategy 3,Optimal_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2030,high_collection,baseline,Strategy 3,Optimal_profit,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2030,high_collection,baseline,Strategy 3,Realistic_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2035,high_collection,baseline,Strategy 1,Optimal_lithium,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0007098771748133004
2035,high_collection,baseline,Strategy 1,Optimal_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0007098771748133004
2035,high_collection,baseline,Strategy 1,Optimal_profit,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0007098771748133004
2035,high_collection,baseline,Strategy 1,Realistic_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0007098771748133004
2035,high_collection,baseline,Strategy 2,Optimal_lithium,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2035,high_collection,baseline,Strategy 2,Optimal_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2035,high_collection,baseline,Strategy 2,Optimal_profit,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2035,high_collection,baseline,Strategy 2,Realistic_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2035,high_collection,baseline,Strategy 3,Optimal_lithium,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2035,high_collection,baseline,Strategy 3,Optimal_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2035,high_collection,baseline,Strategy 3,Optimal_profit,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2035,high_collection,baseline,Strategy 3,Realistic_multiobjective,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2040,high_collection,baseline,Strategy 1,Optimal_lithium,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0006209315033629537
2040,high_collection,baseline,Strategy 1,Optimal_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0006209315033629537
2040,high_collection,baseline,Strategy 1,Optimal_profit,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0006209315033629537
2040,high_collection,baseline,Strategy 1,Realistic_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0006209315033629537
2040,high_collection,baseline,Strategy 2,Optimal_lithium,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2040,high_collection,baseline,Strategy 2,Optimal_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2040,high_collection,baseline,Strategy 2,Optimal_profit,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2040,high_collection,baseline,Strategy 2,Realistic_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2040,high_collection,baseline,Strategy 3,Optimal_lithium,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2040,high_collection,baseline,Strategy 3,Optimal_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2040,high_collection,baseline,Strategy 3,Optimal_profit,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2040,high_collection,baseline,Strategy 3,Realistic_multiobjective,766490.0623872235,719377.7605188858,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2045,high_collection,baseline,Strategy 1,Optimal_lithium,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0005692895501852036
2045,high_collection,baseline,Strategy 1,Optimal_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0005692895501852036
2045,high_collection,baseline,Strategy 1,Optimal_profit,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0005692895501852036
2045,high_collection,baseline,Strategy 1,Realistic_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0005692895501852036
2045,high_collection,baseline,Strategy 2,Optimal_lithium,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2045,high_collection,baseline,Strategy 2,Optimal_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2045,high_collection,baseline,Strategy 2,Optimal_profit,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2045,high_collection,baseline,Strategy 2,Realistic_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2045,high_collection,baseline,Strategy 3,Optimal_lithium,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2045,high_collection,baseline,Strategy 3,Optimal_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2045,high_collection,baseline,Strategy 3,Optimal_profit,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2045,high_collection,baseline,Strategy 3,Realistic_multiobjective,1414282.8844574655,1345147.5713615506,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2050,high_collection,baseline,Strategy 1,Optimal_lithium,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0006248415447771549
2050,high_collection,baseline,Strategy 1,Optimal_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0006248415447771549
2050,high_collection,baseline,Strategy 1,Optimal_profit,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0006248415447771549
2050,high_collection,baseline,Strategy 1,Realistic_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0006248415447771549
2050,high_collection,baseline,Strategy 2,Optimal_lithium,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2050,high_collection,baseline,Strategy 2,Optimal_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2050,high_collection,baseline,Strategy 2,Optimal_profit,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2050,high_collection,baseline,Strategy 2,Realistic_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2050,high_collection,baseline,Strategy 3,Optimal_lithium,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2050,high_collection,baseline,Strategy 3,Optimal_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2050,high_collection,baseline,Strategy 3,Optimal_profit,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2050,high_collection,baseline,Strategy 3,Realistic_multiobjective,1856501.8410048317,1772802.5202866702,battery-supply-chain-available secondary lithium equivalent,capacity_mismatch_loss,0.0
2025,high_collection,baseline,Strategy 1,Optimal_lithium,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,843.1498553355414
2025,high_collection,baseline,Strategy 1,Optimal_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,843.1498553355414
2025,high_collection,baseline,Strategy 1,Optimal_profit,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,843.1498553355414
2025,high_collection,baseline,Strategy 1,Realistic_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,843.1498553355414
2025,high_collection,baseline,Strategy 2,Optimal_lithium,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2025,high_collection,baseline,Strategy 2,Optimal_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2025,high_collection,baseline,Strategy 2,Optimal_profit,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2025,high_collection,baseline,Strategy 2,Realistic_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2025,high_collection,baseline,Strategy 3,Optimal_lithium,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2025,high_collection,baseline,Strategy 3,Optimal_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2025,high_collection,baseline,Strategy 3,Optimal_profit,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2025,high_collection,baseline,Strategy 3,Realistic_multiobjective,8859.997099826278,6282.786976202022,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2030,high_collection,baseline,Strategy 1,Optimal_lithium,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,8887.140293142016
2030,high_collection,baseline,Strategy 1,Optimal_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,8887.140293142016
2030,high_collection,baseline,Strategy 1,Optimal_profit,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,8887.140293142016
2030,high_collection,baseline,Strategy 1,Realistic_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,8887.140293142016
2030,high_collection,baseline,Strategy 2,Optimal_lithium,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2030,high_collection,baseline,Strategy 2,Optimal_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2030,high_collection,baseline,Strategy 2,Optimal_profit,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2030,high_collection,baseline,Strategy 2,Realistic_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2030,high_collection,baseline,Strategy 3,Optimal_lithium,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2030,high_collection,baseline,Strategy 3,Optimal_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2030,high_collection,baseline,Strategy 3,Optimal_profit,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2030,high_collection,baseline,Strategy 3,Realistic_multiobjective,91632.03333686558,75378.62862563446,battery-supply-chain-available secondary lithium equivalent,technology_loss,0.0
2035,high_collection,baseline,Strategy 1,Optimal_lithium,358389.7949348645,322205.8869121947,battery-supply-chain-available secondary lithium equivalent,technology_loss,31672.83861368784
