policy_id,policy_region,country,object_scope,policy_status,start_year,end_year,collection_rate_floor,li_recovery_efficiency_floor,recycled_content_li_min,traceability_requirement,battery_passport_requirement,epr_strength,storage_deployment_target_gwh,ev_sales_target,domestic_content_pressure,hazardous_transport_penalty,source_basis,source_url,notes,Year,iso3,continent,effective_object_scope
EU_BATT_REG_EV_2027,EU,Germany,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,DEU,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Germany,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,DEU,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Denmark,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,DNK,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Denmark,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,DNK,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Spain,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,ESP,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Spain,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,ESP,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Estonia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,EST,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Estonia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,EST,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Finland,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,FIN,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Finland,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,FIN,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,France,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,FRA,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,France,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,FRA,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Greece,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,GRC,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Greece,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,GRC,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Croatia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,HRV,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Croatia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,HRV,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Hungary,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,HUN,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Hungary,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,HUN,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Ireland,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,IRL,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Ireland,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,IRL,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Italy,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,ITA,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Italy,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,ITA,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Lithuania,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,LTU,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Lithuania,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,LTU,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Luxembourg,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,LUX,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Luxembourg,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,LUX,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Latvia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,LVA,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Latvia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,LVA,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Malta,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,MLT,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Malta,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,MLT,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Netherlands,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,NLD,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Netherlands,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,NLD,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Poland,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,POL,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Poland,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,POL,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Portugal,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,PRT,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Portugal,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,PRT,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Romania,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,ROM,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Romania,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,ROM,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Slovakia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,SVK,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Slovakia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,SVK,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Slovenia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,SVN,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Slovenia,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,SVN,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Sweden,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2027,SWE,Europe,ev_power_battery
EU_BATT_REG_EV_2027,EU,Sweden,ev_power_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation material recovery target for lithium by end-2027 and sustainability documentation requirements.,2030,SWE,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Austria,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,AUT,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Belgium,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,BEL,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Bulgaria,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,BGR,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Cyprus,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,CYP,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Czechia,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,CZE,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Germany,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,DEU,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Denmark,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,DNK,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Spain,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,ESP,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Estonia,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,EST,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Finland,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,FIN,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,France,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,FRA,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Greece,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,GRC,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Croatia,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,HRV,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Hungary,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,HUN,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Ireland,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,IRL,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Italy,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,ITA,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Lithuania,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,LTU,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Luxembourg,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,LUX,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Latvia,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,LVA,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Malta,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,MLT,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Netherlands,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,NLD,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Poland,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,POL,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Portugal,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,PRT,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Romania,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,ROM,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Slovakia,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,SVK,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Slovenia,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,SVN,Europe,ev_power_battery
EU_BATT_REG_EV_2031,EU,Sweden,ev_power_battery,in_force,2031,2035,,0.8,0.06,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation lithium recovery and minimum recycled lithium content for EV batteries from 2031.,2035,SWE,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Austria,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,AUT,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Austria,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,AUT,Europe,ev_power_battery
